iter	Passed	Remaining
1110	4040	3233
1111	4044	3229
1112	4047	3225
1113	4051	3221
1114	4054	3218
1115	4057	3214
1116	4061	3210
1117	4065	3206
1118	4068	3203
1119	4072	3199
1120	4075	3195
1121	4079	3191
1122	4082	3188
1123	4086	3184
1124	4089	3180
1125	4093	3177
1126	4096	3173
1127	4100	3169
1128	4104	3166
1129	4108	3162
1130	4111	3159
1131	4115	3155
1132	4119	3152
1133	4122	3148
1134	4126	3144
1135	4129	3141
1136	4133	3137
1137	4136	3133
1138	4140	3129
1139	4143	3126
1140	4147	3122
1141	4150	3118
1142	4154	3115
1143	4158	3111
1144	4161	3107
1145	4165	3103
1146	4168	3100
1147	4172	3096
1148	4176	3093
1149	4180	3090
1150	4184	3086
1151	4187	3082
1152	4191	3078
1153	4194	3075
1154	4198	3071
1155	4202	3067
1156	4205	3064
1157	4208	3060
1158	4212	3056
1159	4216	3053
1160	4219	3049
1161	4223	3045
1162	4226	3041
1163	4230	3038
1164	4233	3034
1165	4237	3030
1166	4240	3027
1167	4244	3023
1168	4247	3019
1169	4251	3015
1170	4254	3012
1171	4258	3008
1172	4262	3004
1173	4265	3001
1174	4269	2997
1175	4273	2994
1176	4276	2990
1177	4279	2986
1178	4283	2982
1179	4286	2979
1180	4290	2975
1181	4293	2971
1182	4297	2968
1183	4301	2964
1184	4305	2961
1185	4309	2957
1186	4313	2954
1187	4317	2950
1188	4320	2947
1189	4324	2943
1190	4327	2939
1191	4331	2936
1192	4335	2932
1193	4338	2928
1194	4342	2925
1195	4345	2921
1196	4349	2917
1197	4353	2914
1198	4356	2910
1199	4360	2906
1200	4363	2902
1201	4368	2899
1202	4371	2896
1203	4375	2892
1204	4378	2888
1205	4382	2885
1206	4385	2881
1207	4389	2877
1208	4393	2874
1209	4397	2870
1210	4401	2868
1211	4405	2864
1212	4409	2860
1213	4413	2857
1214	4416	2853
1215	4419	2849
1216	4423	2845
1217	4427	2842
1218	4431	2839
1219	4434	2835
1220	4438	2831
1221	4442	2828
1222	4445	2824
1223	4449	2821
1224	4453	2817
1225	4456	2813
1226	4460	2809
1227	4463	2805
1228	4468	2803
1229	4472	2799
1230	4475	2795
1231	4478	2791
1232	4482	2788
1233	4486	2784
1234	4489	2781
1235	4493	2777
1236	4497	2773
1237	4500	2770
1238	4503	2766
1239	4507	2762
1240	4510	2758
1241	4514	2755
1242	4517	2751
1243	4521	2747
1244	4524	2744
1245	4528	2740
1246	4532	2736
1247	4535	2732
1248	4539	2729
1249	4542	2725
1250	4545	2721
1251	4549	2718
1252	4553	2714
1253	4557	2710
1254	4560	2707
1255	4565	2704
1256	4568	2700
1257	4572	2696
1258	4576	2693
1259	4579	2689
1260	4582	2685
1261	4586	2682
1262	4590	2678
1263	4594	2675
1264	4597	2671
1265	4601	2667
1266	4605	2664
1267	4608	2660
1268	4612	2656
1269	4615	2653
1270	4619	2649
1271	4622	2645
1272	4627	2642
1273	4631	2639
1274	4635	2635
1275	4639	2632
1276	4643	2628
1277	4646	2624
1278	4650	2621
1279	4653	2617
1280	4657	2613
1281	4660	2610
1282	4664	2606
1283	4667	2602
1284	4671	2599
1285	4674	2595
1286	4678	2591
1287	4681	2588
1288	4685	2584
1289	4689	2580
1290	4692	2577
1291	4697	2573
1292	4700	2570
1293	4704	2566
1294	4707	2563
1295	4711	2559
1296	4714	2555
1297	4718	2551
1298	4722	2548
1299	4726	2544
1300	4729	2541
1301	4732	2537
1302	4735	2533
1303	4739	2529
1304	4743	2526
1305	4746	2522
1306	4750	2518
1307	4753	2515
1308	4757	2511
1309	4762	2508
1310	4765	2504
1311	4769	2501
1312	4773	2497
1313	4776	2493
1314	4780	2490
1315	4783	2486
1316	4786	2482
1317	4790	2478
1318	4794	2475
1319	4797	2471
1320	4801	2468
1321	4804	2464
1322	4808	2460
1323	4811	2456
1324	4815	2453
1325	4818	2449
1326	4822	2445
1327	4825	2441
1328	4829	2438
1329	4832	2434
1330	4836	2430
1331	4840	2427
1332	4844	2423
1333	4847	2420
1334	4850	2416
1335	4854	2412
1336	4857	2408
1337	4860	2405
1338	4864	2401
1339	4868	2397
1340	4871	2394
1341	4875	2390
1342	4878	2386
1343	4895	2389
1344	4898	2385
1345	4902	2382
1346	4906	2378
1347	4909	2374
1348	4913	2371
1349	4917	2367
1350	4920	2363
1351	4924	2360
1352	4927	2356
1353	4930	2352
1354	4934	2348
1355	4938	2345
1356	4941	2341
1357	4945	2337
1358	4948	2334
1359	4952	2330
1360	4956	2326
1361	4959	2323
1362	4962	2319
1363	4966	2315
1364	4969	2311
1365	4973	2308
1366	4976	2304
1367	4980	2300
1368	4984	2297
1369	4987	2293
1370	4991	2289
1371	4994	2286
1372	4998	2282
1373	5001	2278
1374	5005	2275
1375	5008	2271
1376	5012	2267
1377	5015	2264
1378	5019	2260
1379	5023	2256
1380	5026	2253
1381	5030	2249
1382	5033	2245
1383	5037	2242
1384	5040	2238
1385	5044	2234
1386	5047	2230
1387	5051	2227
1388	5054	2223
1389	5058	2219
1390	5061	2216
1391	5065	2212
1392	5068	2208
1393	5072	2205
1394	5075	2201
1395	5079	2197
1396	5084	2194
1397	5088	2191
1398	5091	2187
1399	5094	2183
1400	5098	2179
1401	5102	2176
1402	5105	2172
1403	5108	2168
1404	5112	2165
1405	5116	2161
1406	5119	2157
1407	5123	2154
1408	5126	2150
1409	5130	2146
1410	5133	2143
1411	5137	2139
1412	5140	2135
1413	5144	2132
1414	5148	2128
1415	5152	2124
1416	5156	2121
1417	5159	2117
1418	5163	2114
1419	5166	2110
1420	5170	2106
1421	5173	2103
1422	5177	2099
1423	5181	2095
1424	5184	2092
1425	5187	2088
1426	5191	2084
1427	5195	2081
1428	5198	2077
1429	5202	2073
1430	5205	2069
1431	5209	2066
1432	5213	2062
